0.220	2
0.530	3
0.840	4
1.160	1
1.470	2
1.780	3
2.100	4
2.410	1
2.730	2
3.040	3
3.350	4
3.670	1
3.980	2
4.290	3
4.600	4
4.910	1
5.230	2
5.540	3
5.860	4
6.170	1
6.480	2
6.800	3
7.110	4
7.420	1
7.730	2
8.050	3
8.360	4
8.670	1
8.990	2
9.300	3
9.610	4
9.920	1
10.240	2
10.550	3
10.870	4
11.180	1
11.490	2
11.800	3
12.120	4
12.430	1
12.730	2
13.060	3
13.370	4
13.680	1
14.000	2
14.310	3
14.620	4
14.930	1
15.250	2
15.560	3
15.880	4
16.190	1
16.500	2
16.810	3
17.120	4
17.440	1
17.750	2
18.060	3
18.380	4
18.690	1
19.010	2
19.320	3
19.630	4
19.940	1
20.260	2
20.570	3
20.880	4
21.190	1
21.510	2
21.820	3
22.140	4
22.450	1
22.760	2
23.070	3
23.390	4
23.700	1
24.010	2
24.320	3
24.640	4
24.950	1
25.270	2
25.580	3
25.890	4
26.200	1
26.520	2
26.830	3
27.140	4
27.460	1
27.770	2
28.090	3
28.400	4
28.710	1
29.020	2
29.340	3
29.650	4
29.960	1
