0.360	2
1.210	3
2.010	4
2.810	1
3.600	2
4.410	3
5.220	4
6.020	1
6.840	2
7.640	3
8.460	4
9.260	1
10.090	2
10.920	3
11.710	4
12.470	1
13.290	2
14.070	3
14.860	4
15.670	1
16.450	2
17.250	3
18.020	4
18.820	1
19.610	2
20.390	3
21.180	4
21.950	1
22.720	2
23.530	3
24.330	4
25.120	1
25.910	2
26.730	3
27.530	4
28.330	1
29.110	2
29.890	3
30.690	4
31.490	1
32.280	2
33.070	3
33.860	4
34.680	1
35.480	2
36.290	3
37.090	4
37.890	1
38.700	2
39.510	3
40.300	4
41.120	1
41.950	2
42.730	3
43.540	4
44.330	1
45.120	2
45.920	3
46.710	4
47.500	1
48.280	2
49.070	3
49.860	4
50.670	1
51.440	2
52.220	3
53.010	4
53.790	1
54.350	2
54.960	3
55.510	4
56.150	1
56.940	2
57.720	3
58.510	4
59.310	1
60.080	2
60.880	3
61.660	4
62.430	1
63.230	2
64.030	3
64.830	4
65.590	1
66.390	2
67.180	3
67.990	4
68.770	1
69.550	2
70.350	3
71.100	4
71.880	1
72.670	2
73.460	3
74.240	4
75.020	1
75.800	2
76.590	3
77.380	4
78.140	1
78.950	2
79.730	3
80.490	4
81.260	1
82.070	2
82.830	3
83.640	4
84.420	1
85.180	2
85.980	3
86.780	4
87.570	1
88.360	2
89.170	3
89.940	4
90.720	1
91.520	2
92.330	3
93.120	4
93.870	1
94.640	2
95.450	3
96.250	4
97.050	1
97.850	2
98.630	3
99.440	4
100.250	1
101.040	2
101.830	3
102.640	4
103.430	1
104.230	2
105.030	3
105.820	4
106.600	1
107.360	2
108.170	3
108.950	4
109.750	1
110.550	2
111.340	3
112.130	4
112.910	1
113.670	2
114.440	3
115.260	4
116.040	1
116.810	2
117.610	3
118.370	4
119.160	1
119.930	2
120.740	3
121.500	4
122.280	1
123.030	2
123.810	3
124.590	4
125.360	1
126.130	2
126.890	3
127.700	4
128.490	1
129.270	2
130.040	3
130.820	4
131.600	1
132.370	2
133.150	3
133.920	4
134.700	1
135.430	2
136.200	3
136.970	4
137.730	1
138.490	2
139.290	3
140.070	4
140.840	1
141.630	2
142.400	3
143.170	4
143.960	1
144.720	2
145.520	3
146.270	4
147.050	1
147.870	2
148.650	3
149.400	4
150.190	1
150.960	2
151.740	3
152.510	4
153.290	1
154.070	2
154.850	3
155.650	4
156.440	1
157.210	2
158.000	3
158.770	4
159.580	1
160.370	2
161.160	3
161.950	4
162.750	1
163.530	2
164.310	3
165.080	4
165.840	1
166.620	2
167.390	3
168.170	4
168.960	1
169.730	2
170.530	3
171.290	4
172.060	1
172.810	2
173.620	3
174.400	4
175.170	1
175.950	2
176.730	3
177.500	4
178.290	1
179.070	2
179.830	3
180.610	4
181.380	1
182.140	2
182.920	3
183.670	4
184.450	1
185.230	2
185.990	3
186.770	4
187.570	1
188.310	2
189.110	3
189.890	4
190.650	1
191.430	2
192.230	3
193.010	4
193.800	1
194.570	2
195.350	3
196.110	4
196.890	1
197.680	2
198.450	3
199.230	4
200.010	1
200.770	2
201.560	3
202.320	4
203.070	1
203.850	2
204.610	3
205.350	4
206.130	1
206.930	2
207.700	3
208.470	4
209.210	1
209.980	2
210.760	3
211.510	4
212.290	1
213.050	2
213.810	3
214.550	4
215.340	1
216.110	2
216.880	3
217.630	4
218.410	1
219.130	2
219.930	3
220.670	4
221.440	1
222.200	2
222.970	3
