2.350	4
3.290	1
4.270	2
5.230	3
6.140	4
7.070	1
8.040	2
9.070	3
10.160	4
11.170	1
12.250	2
13.260	3
14.270	4
15.300	1
16.250	2
17.190	3
18.080	4
18.980	1
19.830	2
20.740	3
21.480	4
22.210	1
22.940	2
23.680	3
24.290	4
24.830	1
25.330	2
25.850	3
26.380	4
26.900	1
27.410	2
27.940	3
28.450	4
28.980	1
29.470	2
29.990	3
30.490	4
30.980	1
31.470	2
31.990	3
32.510	4
33.020	1
33.520	2
34.030	3
34.540	4
35.040	1
35.530	2
36.040	3
36.540	4
37.050	1
37.540	2
38.050	3
38.540	4
39.040	1
39.540	2
40.040	3
40.550	4
41.060	1
41.560	2
42.060	3
42.560	4
43.070	1
43.570	2
44.070	3
44.580	4
45.080	1
45.570	2
46.070	3
46.570	4
47.060	1
47.570	2
48.070	3
48.580	4
49.080	1
49.570	2
50.060	3
50.570	4
51.060	1
51.560	2
52.050	3
52.560	4
53.050	1
53.550	2
54.030	3
54.520	4
55.010	1
55.500	2
55.980	3
56.470	4
56.970	1
57.460	2
57.950	3
58.440	4
58.930	1
59.410	2
59.890	3
60.380	4
60.860	1
61.350	2
61.820	3
62.300	4
62.770	1
63.250	2
63.740	3
64.220	4
64.720	1
65.210	2
65.680	3
66.160	4
66.650	1
67.120	2
67.600	3
68.080	4
68.560	1
69.040	2
69.530	3
70.020	4
70.500	1
70.970	2
71.440	3
71.930	4
72.400	1
72.890	2
73.370	3
73.860	4
74.340	1
74.810	2
75.280	3
75.770	4
76.240	1
76.720	2
77.200	3
77.680	4
78.160	1
78.640	2
79.100	3
79.580	4
80.060	1
80.550	2
81.030	3
81.490	4
81.980	1
82.460	2
82.930	3
83.420	4
83.900	1
84.390	2
84.870	3
85.330	4
85.820	1
86.310	2
86.770	3
87.260	4
87.750	1
88.230	2
88.710	3
89.190	4
89.670	1
90.150	2
90.620	3
91.100	4
91.580	1
92.070	2
92.550	3
93.030	4
93.510	1
93.990	2
94.460	3
94.940	4
95.430	1
95.910	2
96.390	3
96.860	4
97.350	1
97.820	2
98.290	3
98.770	4
99.240	1
99.710	2
100.180	3
100.660	4
101.140	1
101.600	2
102.060	3
102.550	4
103.010	1
103.490	2
103.960	3
104.420	4
104.900	1
105.360	2
105.820	3
106.270	4
106.740	1
107.200	2
107.680	3
108.140	4
108.620	1
109.080	2
109.550	3
110.010	4
110.480	1
110.970	2
111.430	3
111.910	4
112.380	1
112.830	2
113.300	3
113.790	4
114.260	1
114.710	2
115.200	3
115.670	4
116.120	1
116.610	2
117.080	3
117.530	4
118.010	1
118.490	2
118.950	3
119.440	4
119.920	1
120.400	2
120.880	3
121.360	4
121.840	1
122.310	2
122.780	3
123.260	4
123.750	1
124.220	2
124.710	3
125.180	4
125.660	1
126.140	2
126.610	3
127.080	4
127.560	1
128.040	2
128.510	3
128.980	4
129.450	1
129.920	2
130.390	3
130.850	4
131.350	1
131.820	2
132.290	3
132.780	4
133.250	1
133.720	2
134.200	3
134.670	4
135.140	1
135.610	2
136.070	3
136.560	4
137.020	1
137.480	2
137.950	3
138.410	4
138.870	1
139.340	2
139.780	3
140.260	4
140.720	1
141.150	2
141.600	3
142.030	4
142.470	1
142.930	2
143.370	3
143.800	4
144.290	1
144.760	2
145.250	3
145.720	4
146.200	1
146.680	2
147.150	3
147.630	4
148.110	1
148.590	2
149.070	3
149.550	4
150.050	1
150.520	2
151.010	3
151.490	4
151.950	1
152.420	2
152.910	3
153.390	4
153.870	1
154.350	2
154.830	3
155.290	4
155.790	1
156.270	2
156.750	3
157.210	4
157.690	1
158.150	2
158.610	3
159.110	4
159.570	1
160.050	2
160.550	3
161.030	4
161.500	1
161.970	2
162.450	3
162.930	4
163.380	1
163.860	2
164.340	3
164.790	4
165.260	1
165.740	2
166.220	3
166.690	4
167.140	1
167.620	2
168.100	3
168.570	4
169.020	1
169.490	2
169.980	3
170.450	4
170.910	1
171.390	2
171.860	3
172.320	4
172.790	1
173.270	2
173.740	3
174.210	4
174.680	1
