0.370	4
0.860	1
1.360	2
1.840	3
2.320	4
2.780	1
3.250	2
3.730	3
4.210	4
4.680	1
5.150	2
5.630	3
6.110	4
6.570	1
7.040	2
7.510	3
8.000	4
8.490	1
8.970	2
9.440	3
9.910	4
10.400	1
10.890	2
11.360	3
11.830	4
12.320	1
12.780	2
13.270	3
13.730	4
14.200	1
14.680	2
15.140	3
15.610	4
16.070	1
16.540	2
17.020	3
17.480	4
17.960	1
18.420	2
18.900	3
19.370	4
19.840	1
20.300	2
20.790	3
21.260	4
21.730	1
22.200	2
22.690	3
23.180	4
23.650	1
24.130	2
24.620	3
25.110	4
25.570	1
26.070	2
26.550	3
27.040	4
27.540	1
28.020	2
28.500	3
28.980	4
29.470	1
29.960	2
