0.700	4
1.150	1
1.620	2
2.110	3
2.580	4
3.030	1
3.510	2
3.980	3
4.420	4
4.900	1
5.370	2
5.840	3
6.310	4
6.780	1
7.240	2
7.720	3
8.180	4
8.660	1
9.120	2
9.590	3
10.060	4
10.520	1
10.990	2
11.460	3
11.950	4
12.410	1
12.870	2
13.340	3
13.810	4
14.280	1
14.740	2
15.210	3
15.680	4
16.150	1
16.620	2
17.090	3
17.560	4
18.030	1
18.490	2
18.960	3
19.440	4
19.900	1
20.370	2
20.850	3
21.310	4
21.780	1
22.250	2
22.720	3
23.180	4
23.660	1
24.130	2
24.590	3
25.060	4
25.530	1
26.000	2
26.470	3
26.940	4
27.400	1
27.880	2
28.350	3
28.810	4
29.280	1
29.750	2
30.220	3
30.680	4
31.170	1
