0.230	1
0.570	2
0.880	3
1.210	4
1.540	1
1.860	2
2.180	3
2.490	4
2.810	1
3.130	2
3.450	3
3.780	4
4.100	1
4.420	2
4.730	3
5.050	4
5.370	1
5.690	2
6.010	3
6.330	4
6.650	1
6.970	2
7.290	3
7.600	4
7.920	1
8.240	2
8.560	3
8.880	4
9.200	1
9.520	2
9.840	3
10.160	4
10.480	1
10.800	2
11.110	3
11.440	4
11.760	1
12.080	2
12.390	3
12.710	4
13.030	1
13.360	2
13.680	3
14.000	4
14.320	1
14.640	2
14.960	3
15.280	4
15.600	1
15.920	2
16.230	3
16.560	4
16.880	1
17.200	2
17.520	3
17.830	4
18.160	1
18.480	2
18.800	3
19.120	4
19.440	1
19.760	2
20.080	3
20.400	4
20.720	1
21.030	2
21.360	3
21.680	4
22.000	1
22.320	2
22.640	3
22.960	4
23.270	1
23.600	2
23.930	3
24.270	4
24.590	1
24.910	2
25.220	3
25.550	4
25.860	1
26.190	2
26.520	3
26.850	4
27.170	1
27.500	2
27.820	3
28.140	4
28.460	1
28.780	2
29.100	3
29.410	4
29.730	1
30.050	2
30.360	3
30.680	4
30.990	1
31.310	2
31.630	3
31.940	4
32.260	1
32.580	2
32.900	3
33.230	4
33.550	1
33.860	2
34.180	3
34.500	4
34.820	1
