0.040	3
0.480	1
0.900	2
1.350	3
1.800	1
2.250	2
2.700	3
3.150	1
3.580	2
4.020	3
4.440	1
4.890	2
5.330	3
5.770	1
6.200	2
6.650	3
7.090	1
7.530	2
7.970	3
8.410	1
8.840	2
9.290	3
9.730	1
10.160	2
10.600	3
11.040	1
11.460	2
11.910	3
12.350	1
12.790	2
13.230	3
13.680	1
14.100	2
14.560	3
15.020	1
15.450	2
15.900	3
16.330	1
16.780	2
17.210	3
17.660	1
18.100	2
18.560	3
19.000	1
19.450	2
19.900	3
20.350	1
20.800	2
21.250	3
21.680	1
22.130	2
22.560	3
23.000	1
23.450	2
23.900	3
24.350	1
24.780	2
25.240	3
25.670	1
26.120	2
26.560	3
27.000	1
27.430	2
27.880	3
28.320	1
28.740	2
29.190	3
29.620	1
