0.230	1
0.610	2
0.990	3
1.370	4
1.740	1
2.120	2
2.500	3
2.870	4
3.250	1
3.620	2
4.000	3
4.380	4
4.750	1
5.130	2
5.510	3
5.880	4
6.260	1
6.630	2
7.010	3
7.390	4
7.760	1
8.130	2
8.510	3
8.890	4
9.270	1
9.640	2
10.020	3
10.390	4
10.770	1
11.140	2
11.520	3
11.890	4
12.270	1
12.650	2
13.030	3
13.400	4
13.780	1
14.150	2
14.530	3
14.900	4
15.280	1
15.660	2
16.040	3
16.410	4
16.790	1
17.160	2
17.540	3
17.920	4
18.300	1
18.670	2
19.050	3
19.420	4
19.800	1
20.170	2
20.550	3
20.920	4
21.300	1
21.680	2
22.050	3
22.430	4
22.810	1
23.180	2
23.560	3
23.930	4
24.310	1
24.680	2
25.070	3
25.440	4
25.810	1
26.190	2
26.570	3
26.940	4
27.320	1
27.690	2
28.070	3
28.450	4
28.830	1
29.200	2
29.570	3
29.950	4
30.330	1
30.700	2
31.080	3
31.450	4
31.830	1
32.200	2
32.580	3
32.950	4
33.330	1
33.710	2
34.090	3
34.460	4
34.840	1
35.210	2
35.590	3
35.960	4
36.340	1
36.720	2
37.100	3
37.480	4
37.850	1
38.220	2
38.600	3
38.980	4
39.350	1
39.730	2
40.110	3
40.470	4
40.860	1
41.230	2
41.610	3
41.990	4
42.370	1
42.740	2
43.120	3
43.470	4
43.860	1
44.240	2
44.620	3
45.000	4
45.370	1
45.740	2
46.120	3
46.480	4
46.860	1
47.230	2
47.610	3
47.970	4
48.370	1
48.750	2
49.130	3
49.490	4
49.880	1
50.250	2
50.630	3
51.010	4
51.380	1
51.760	2
52.140	3
52.500	4
52.880	1
53.260	2
53.640	3
54.010	4
54.390	1
54.760	2
55.140	3
55.510	4
55.890	1
56.270	2
56.650	3
57.010	4
57.400	1
57.770	2
